TckrSymb,FinInstrmNm,Industry,exchange
GUJPETR,GUJARAT PETROSYNTHESE LTD.,Specialty Chemicals,BSE
SWADEIN,SWADESHI INDUSTRIES LEASING CO,Textile Manufacturing,BSE
MAKERSL,MAKERS LABORATORIES LTD.,Drug Manufacturers - Specialty & Generic,BSE
ADVPETR-B,ADVANCE PETROCHEMICALS LTD.,Chemicals,BSE
RAJSPTR,RAJASTHAN PETRO SYNTHETICS LTD,Integrated Freight & Logistics,BSE
BLUECHIPT,BLUE CHIP TEX INDUSTRIES LTD.,Textile Manufacturing,BSE
JAGAJITIND,JAGATJIT INDUSTRIES LTD.,Conglomerates,BSE
KESARENT,KESAR ENTERPRISES LTD.,Confectioners,BSE
EMERALL,Emerald Leisures Limited,Leisure,BSE
RAVALSUGAR,The Ravalgaon Sugar Farm Limit,Confectioners,BSE
KFBL,KOTHARI FERMENTATION & BIOCHEM,Farm Products,BSE
CAPRO,CAPROLACTAM CHEMICALS LTD.,Chemicals,BSE
PICCASUG,PICCADILY SUGAR & ALLIED INDUS,,BSE
CJGEL,C.J.GELATINE PRODUCTS LTD.,Specialty Chemicals,BSE
KLRFM,KOVILPATTI LAKSHMI ROLLER FLOU,Packaged Foods,BSE
OLYOI,OLYMPIC OIL INDUSTRIES LTD.,Conglomerates,BSE
MLKFOOD,MILKFOOD LTD.,Packaged Foods,BSE
POLSON,POLSON LTD.,Specialty Chemicals,BSE
ORIBEVER,ORIENT BEVERAGES LTD.,Beverages - Non-Alcoholic,BSE
TGVSL,TGV SRAAC Limited,Chemicals,BSE
LIMECHM,LIME CHEMICALS LTD.,Specialty Chemicals,BSE
NOL,NATIONAL OXYGEN LTD.,Specialty Chemicals,BSE
WIREFABR,WIRES & FABRIKS (SA) LTD.,Specialty Industrial Machinery,BSE
ANSALHSG,ANSAL HOUSING LIMITED,Real Estate - Development,BSE
COMPUPN,COMPUTER POINT LTD.,Education & Training Services,BSE
MCCHRLS-B,MAC CHARLES (INDIA) LTD.,Conglomerates,BSE
ADDIND,ADDI INDUSTRIES LTD.,Textile Manufacturing,BSE
PIONRINV,PIONEER INVESTCORP LTD.,Capital Markets,BSE
ASHNOOR,ASHNOOR TEXTILE MILLS LTD.,Textile Manufacturing,BSE
LKPFIN,LKP FINANCE LIMITED,Capital Markets,BSE
EASTBUILD,EAST BUILDTECH LTD.,Real Estate Services,BSE
BAJAJST,BAJAJ STEEL INDUSTRIES LTD.,Specialty Industrial Machinery,BSE
KIDUJA,KIDUJA INDIA LTD.,Capital Markets,BSE
KEYCORP,KEY CORP LTD.,Credit Services,BSE
GUJHOTE,GUJARAT HOTELS LTD.,Lodging,BSE
FYNX,FYNX CAPITAL LIMITED,Credit Services,BSE
RASRESOR,RAS RESORTS & APART HOTELS LTD,Lodging,BSE
PARMCOS-B,PARAMOUNT COSMETICS (INDIA) LT,Household & Personal Products,BSE
JINDHOT,JINDAL HOTELS LTD.,Lodging,BSE
SERIND,SER INDUSTRIES LTD.,Trucking,BSE
SIMMOND,SIMMONDS MARSHALL LTD.,Tools & Accessories,BSE
BNALTD,B & A LTD.,Packaged Foods,BSE
HAWKINCOOK,HAWKINS COOKERS LTD.,"Furnishings, Fixtures & Appliances",BSE
WARRENTEA,WARREN TEA LTD.,Farm Products,BSE
COCHMAL,COCHIN MALABAR ESTATES & INDUS,Farm Products,BSE
BESTEAST,BEST EASTERN HOTELS LTD.,Lodging,BSE
NEAGI,NEELAMALAI AGRO INDUSTRIES LTD,Farm Products,BSE
ISTLTD,IST LTD.,Auto Parts,BSE
NITINCAST,Nitin Castings Limited,Metal Fabrication,BSE
NEXOME,NEXOME CAPITAL MARKETS LIMITED,Capital Markets,BSE
IRONWOOD,IRONWOOD EDUCATION LIMITED,Education & Training Services,BSE
MSRINDIA,MSR INDIA LTD.,Copper,BSE
AIRLTD,AVISHKAR INFRA REALTY LIMITED,Residential Construction,BSE
PANCARBON,PANASONIC CARBON INDIA CO.LTD.,Electronic Components,BSE
FINKURVE,FINKURVE FINANCIAL SERVICES LT,Credit Services,BSE
HBLEAS,HB LEASING & FINANCE CO.LTD.,Capital Markets,BSE
TRUSTWAVE,TRUSTWAVE SECURITIES LIMITED,Credit Services,BSE
SULABEN,SULABH ENGINEERS & SERVICES LT,Credit Services,BSE
FRONTCAP,FRONTIER CAPITAL LIMITED,Credit Services,BSE
THAKRAL,THAKRAL SERVICES (INDIA) LTD.,Security & Protection Services,BSE
GOLDLEG,GOLDEN LEGAND LEASING & FINANC,Software - Infrastructure,BSE
VJTFEDU,VJTF EDUSERVICES LTD.,Education & Training Services,BSE
VOLLF,VOLTAIRE LEASING & FINANCE LTD,Capital Markets,BSE
NETLINK,NETLINK SOLUTIONS (INDIA) LTD.,Information Technology Services,BSE
TRILIANCE,TRILIANCE POLYMERS LIMITED,Specialty Chemicals,BSE
INDINFO,INDIAN INFOTECH & SOFTWARE LTD,Credit Services,BSE
BANASFN,BANAS FINANCE LTD.,Credit Services,BSE
HATHWAYB,HATHWAY BHAWANI CABLETEL & DAT,Entertainment,BSE
INDAG,INDAG RUBBER LTD.,Auto Parts,BSE
MMRUBBR-B,MM RUBBER COMPANY LTD.,"Furnishings, Fixtures & Appliances",BSE
BENARAS,BENARES HOTELS LTD.,Lodging,BSE
BHAGWOX,BHAGWATI OXYGEN LTD.,Specialty Chemicals,BSE
BOMOXY-B1,BOMBAY OXYGEN INVESTMENTS LIMI,Asset Management,BSE
CRAVATEX,CRAVATEX LTD.,Leisure,BSE
CAPRIHANS,CAPRIHANS INDIA LTD.,Specialty Chemicals,BSE
EMPIND,EMPIRE INDUSTRIES LTD.,Conglomerates,BSE
GRAVISSHO,GRAVISS HOSPITALITY LTD.,Lodging,BSE
GARWAMAR,GARWARE MARINE INDUSTRIES LTD.,Aerospace & Defense,BSE
HARDCAS,HARDCASTLE & WAUD MFG.CO.LTD.,Conglomerates,BSE
KOTIC,KOTHARI INDUSTRIAL CORPORATION,Agricultural Inputs,BSE
MODRNSH,MODERN SHARES & STOCKBROKERS L,Capital Markets,BSE
PREMSYN,PREMIER SYNTHETICS LTD.,Textile Manufacturing,BSE
HINDMILL,HINDOOSTAN MILLS LTD.,Textile Manufacturing,BSE
THACKER,THACKER & CO.LTD.,Asset Management,BSE
UPHOT,U.P.HOTELS LTD.,Lodging,BSE
SWASTIVI,SWASTI VINAYAKA SYNTHETICS LTD,Apparel Manufacturing,BSE
MADHUSE,MADHUSUDAN SECURITIES LTD.,Capital Markets,BSE
YAMNINV,YAMINI INVESTMENTS COMPANY LTD,Capital Markets,BSE
ZMILGFIN,MILGREY FINANCE & INVESTMENT L,Capital Markets,BSE
SAKTHIFIN,SAKTHI FINANCE LTD.,Credit Services,BSE
AEROENTER,AEROFLEX ENTERPRISES LIMITED,Steel,BSE
JMDVL,JMD Ventures Limited,Capital Markets,BSE
VBDESAI,V.B.DESAI FINANCIAL SERVICES L,Capital Markets,BSE
QUADRANT,QUADRANT TELEVENTURES LIMITED,Telecom Services,BSE
1STCUS,FIRST CUSTODIAN FUND (INDIA) L,Capital Markets,BSE
KAMANWALA,KAMANWALA HOUSING CONSTRUCTION,Real Estate - Development,BSE
WSFX,WSFX Global Pay Limited,Capital Markets,BSE
ANJANIFOODS,Anjani Foods Limited,Grocery Stores,BSE
MILLENNIUM,Millennium Online Solutions (I,Electronics & Computer Distribution,BSE
BOMTALKIES,BOMBAY TALKIES LIMITED,Capital Markets,BSE
INDCEMCAP,INDIA CEMENTS CAPITAL LTD.,Capital Markets,BSE
ADMANUM,AD-MANUM FINANCE LTD.,Credit Services,BSE
INTRGLB,INTER GLOBE FINANCE LTD.,Credit Services,BSE
SHRISTI,SHRISTI INFRASTRUCTURE DEVELOP,Engineering & Construction,BSE
GUJCRED,GUJARAT CREDIT CORPORATION LTD,Real Estate - Development,BSE
SYLPH,SYLPH TECHNOLOGIES LTD.,Information Technology Services,BSE
DHARFIN,DHARANI FINANCE LTD.,Credit Services,BSE
ALEXANDER,Alexander Stamps And Coin Limi,Specialty Retail,BSE
SHRYDUS,SHRYDUS INDUSTRIES LIMITED,Capital Markets,BSE
BHARAT,Bharat Bhushan Finance & Commo,Capital Markets,BSE
USHAKIRA,USHAKIRAN FINANCE LTD.,Capital Markets,BSE
VIVOBIOT,VIVO BIO TECH LTD.,Biotechnology,BSE
VEERHEALTH,VEERHEALTH CARE LIMITED,Drug Manufacturers - Specialty & Generic,BSE
PANINDIAC,PAN INDIA CORPORATION LTD.,Capital Markets,BSE
SAHARAHOUS,SAHARA HOUSINGFINA CORPORATION,Mortgage Finance,BSE
NDASEC,NDA SECURITIES LTD.,Capital Markets,BSE
SUPRATRE,Supra Trends Limited,Apparel Manufacturing,BSE
GSBFIN,GSB FINANCE LTD.,Capital Markets,BSE
MORARKFI,MORARKA FINANCE LTD.,Asset Management,BSE
PROFINC,PRO FIN CAPITAL SERVICES LTD.,Capital Markets,BSE
TEAMGTY,TEAM INDIA GUARANTY LIMITED,Asset Management,BSE
SODFC,SOM DATT FINANCE CORPORATION L,Capital Markets,BSE
SAVFI,SAVANI FINANCIALS LTD.,Credit Services,BSE
BEFOUNDMOL,BEFOUND MOVEMENT LIMITED,Capital Markets,BSE
LIBORDFIN,LIBORD FINANCE LTD,Capital Markets,BSE
YASHMGM,YASH MANAGEMENT & SATELLITE LT,Capital Markets,BSE
ISLCONSUL,ISL CONSULTING LTD.,Capital Markets,BSE
RRFIN,RR FINANCIAL CONSULTANTS LTD.,Financial Conglomerates,BSE
FEDDERSHOL,FEDDERS HOLDING LIMITED,Credit Services,BSE
DUGARHOU,DUGAR HOUSING DEVELOPMENTS LTD,Real Estate Services,BSE
DJSSS,DJS STOCK & SHARES LTD.,Capital Markets,BSE
OMEGAIN,OMEGA INTERACTIVE TECHNOLOGIES,Software - Application,BSE
SUGALDAM,SUGAL & DAMANI SHARE BROKERS L,Capital Markets,BSE
NETTLINX,NETTLINX LTD.,Telecom Services,BSE
BGIL,BGIL FILMS & TECHNOLOGIES LTD.,Entertainment,BSE
SCANSTL,Scan Steels Limited,Steel,BSE
AJCON,AJCON GLOBAL SERVICES LTD.,Capital Markets,BSE
CHRTEDCA,CHARTERED CAPITAL & INVESTMENT,Capital Markets,BSE
STANCAP,STANDARD CAPITAL MARKETS LTD.,Credit Services,BSE
YOGI,YOGI LIMITED,Real Estate - Development,BSE
CUBIFIN,CUBICAL FINANCIAL SERVICES LTD,Capital Markets,BSE
RELICTEC,RELIC TECHNOLOGIES LTD.,Capital Markets,BSE
NIMBSPROJ,NIMBUS PROJECTS LTD.,Real Estate - Development,BSE
INVIGO,Invigorated Business Consultin,Credit Services,BSE
KZLFIN,K.Z.LEASING & FINANCE LTD.,Credit Services,BSE
PASUFIN,PASUPATI FINCAP LTD.,Capital Markets,BSE
SAHLIBHFI,SHALIBHADRA FINANCE LTD.,Credit Services,BSE
ABIRAFN,ABIRAMI FINANCIAL SERVICES (IN,Credit Services,BSE
MANSIFIN,MANSI FINANCE (CHENNAI) LTD.,Credit Services,BSE
AASTAFIN,Aastamangalam Finance Limited,Credit Services,BSE
EFCIL,EFC (I) LIMITED,Real Estate Services,BSE
SOBME,SOBHAGYA MERCHANTILE LTD.,Other Industrial Metals & Mining,BSE
TTGIL,TOMORROW TECHNOLOGIES GLOBAL I,Capital Markets,BSE
ZSARACOM,SARASWATI COMMERCIAL (INDIA) L,Asset Management,BSE
BANGANGA,BANGANGA PAPER INDUSTRIES LIMI,Steel,BSE
VEGA,VEGA JEWELLERS LIMITED,Luxury Goods,BSE
KAPILCO,KAPIL COTEX LTD.,Conglomerates,BSE
TCC,TCC CONCEPT LIMITED,Textile Manufacturing,BSE
ROYALIND,ROYAL INDIA CORPORATION LIMITE,Luxury Goods,BSE
DHANSAFAL,DHANSAFAL FINSERVE LIMITED,Credit Services,BSE
VISVEN,VISHVPRABHA VENTURES LIMITED,Engineering & Construction,BSE
MRUTR,MRUGESH TRADING LTD.,Capital Markets,BSE
DECNGOLD,DECCAN GOLD MINES LTD.,Gold,BSE
CRANESSOFT,CRANES SOFTWARE INTERNATIONAL,Software - Application,BSE
SAICOM,SAIANAND COMMERCIAL LIMITED,Capital Markets,BSE
NIDHGRN,NIDHI GRANITES LTD.,Building Materials,BSE
ROSEMER,ROSE MERC.LTD.,Luxury Goods,BSE
AVANCE,AVANCE TECHNOLOGIES LTD.,Information Technology Services,BSE
ABANSENT,ABANS ENTERPRISES LTD,Capital Markets,BSE
VAMA,VAMA INDUSTRIES LTD.,Information Technology Services,BSE
SILVERO,SILVER OAK COMMERCIAL LTD.,Electrical Equipment & Parts,BSE
PRISMMEDI,PRISM MEDICO AND PHARMACY LTD.,Farm Products,BSE
VERITAS,VERITAS (INDIA) LTD.,Conglomerates,BSE
ASHCAP,ASHIRWAD CAPITAL LTD.,Capital Markets,BSE
SVARTCORP,SWASTI VINAYAKA ART AND HERITA,Real Estate Services,BSE
MMWL,MEDIA MATRIX WORLDWIDE LTD.,Entertainment,BSE
SHANTAI,Shantai Industries Limited,Textile Manufacturing,BSE
CHMBBRW,CHAMBAL BREWERIES & DISTILLERI,Shell Companies,BSE
SGMART,SG MART LIMITED,Industrial Distribution,BSE
ARAVALIS,ARAVALI SECURITIES & FINANCE L,Capital Markets,BSE
YASTF,YASH TRADING & FINANCE LTD.,Shell Companies,BSE
CUPIDALBV,CUPID BREWERIES AND DISTILLERI,Shell Companies,BSE
CRSL,CRESSANDA RAILWAY SOLUTIONS LI,Information Technology Services,BSE
SHARDUL,SHARDUL SECURITIES LTD.,Capital Markets,BSE
SERA,SERA INVESTMENTS & FINANCE IND,Credit Services,BSE
MERCTRD,MERCURY TRADE LINKS LTD.,Agricultural Inputs,BSE
APOLLOFI,APOLLO FINVEST (INDIA) LTD.,Asset Management,BSE
ENBETRD,Enbee Trade &amp,Finance Ltd Credit Services,BSE
GANONPRO,Ganon Products Limited,Capital Markets,BSE
SHRJAGP,SHRI JAGDAMBA POLYMERS LTD.,Textile Manufacturing,BSE
BETXIND,BETEX INDIA LTD.,Textile Manufacturing,BSE
DHANCOT,DHANLAXMI COTEX LTD.,Capital Markets,BSE
OASISEC,OASIS SECURITIES LTD.,Capital Markets,BSE
GARNETINT,GARNET INTERNATIONAL LTD.,Capital Markets,BSE
SHALPRO,SHALIMAR PRODUCTIONS LTD.,Entertainment,BSE
SUPER,SUPER SALES INDIA LTD.,Textile Manufacturing,BSE
ZODJRDMKJ,ZODIAC-JRD-MKJ LTD.,Luxury Goods,BSE
SITAENT,SITA ENTERPRISES LTD.,Credit Services,BSE
PULSRIN,PULSAR INTERNATIONAL LTD.,Asset Management,BSE
MANBRO,Manbro Industries Limited,Footwear & Accessories,BSE
ASTALLTD,ASTAL LABORATORIES LIMITED,Department Stores,BSE
HARIAEXPO,HARIA EXPORTS LTD.,Paper & Paper Products,BSE
RLF,RLF LTD.,Textile Manufacturing,BSE
REGENTRP,Regent Enterprises Limited,Packaged Foods,BSE
CHROME,Chrome Silicon Limited,Other Industrial Metals & Mining,BSE
REMIEDEL,REMI EDELSTAHL TUBULARS LIMITE,Steel,BSE
GSAUTO,G.S.AUTO INTERNATIONAL LTD.,Auto Parts,BSE
TRANSFRE,TRANS-FREIGHT CONTAINERS LTD.,Shell Companies,BSE
AMFORG,AMFORGE INDUSTRIES LTD.,Steel,BSE
ONIXSOLAR,ONIX SOLAR ENERGY LIMITED,Copper,BSE
ACROW,ACROW INDIA LTD.,Specialty Industrial Machinery,BSE
STLSTRINF,STEEL STRIPS INFRASTRUCTURES L,Real Estate Services,BSE
JAYUSH,JAY USHIN LTD.,Auto Parts,BSE
IMEC,IMEC SERVICES LIMITED,Steel,BSE
MDRNSTL,MODERN STEELS LTD.,Shell Companies,BSE
GOLKONDA,Golkonda Aluminium Extrusions,Asset Management,BSE
GUJTLRM,GUJARAT TOOLROOM LTD.,Other Industrial Metals & Mining,BSE
COCHINM,COCHIN MINERALS & RUTILE LTD.,Other Industrial Metals & Mining,BSE
ISWL,INDIA STEEL WORKS LTD.,Steel,BSE
KVFORGE,KRISHANVEER FORGE LIMITED,Metal Fabrication,BSE
VALLABHSQ,VALLABH STEELS LTD.,Steel,BSE
ASHIS,ASHIANA ISPAT LTD.,Steel,BSE
PMTELELIN,P.M.TELELINNKS LTD.,Steel,BSE
SMFIL,SMITHS & FOUNDERS (INDIA) LIMI,Auto Parts,BSE
BLOIN,BLOOM INDUSTRIES LTD.,Steel,BSE
MAITRI,Maitri Enterprises Limited,Pharmaceutical Retailers,BSE
ELANGO,ELANGO INDUSTRIES LTD.,Utilities - Independent Power Producers,BSE
KANSHST,KANISHK STEEL INDUSTRIES LTD.,Steel,BSE
MAHALXSE,MAHALAXMI SEAMLESS LTD.,Steel,BSE
SIMPLEXCAS,SIMPLEX CASTINGS LTD.,Metal Fabrication,BSE
SSWRL,SHREE STEEL WIRE ROPES LTD.,Steel,BSE
SIZEMASTER,SIZEMASTERS TECHNOLOGY LIMITED,Tools & Accessories,BSE
SOUTHMG,SOUTHERN MAGNESIUM & CHEMICALS,Other Industrial Metals & Mining,BSE
BAROEXT,BARODA EXTRUSION LTD.,Copper,BSE
GUJCONT,GUJARAT CONTAINERS LTD.,Packaging & Containers,BSE
PANCHMAHQ,PANCHMAHAL STEEL LTD.,Steel,BSE
ADITYA,ADITYA ISPAT LTD.,Steel,BSE
GLITTEKG,GLITTEK GRANITES LTD.,Building Products & Equipment,BSE
PRADPME,PRADEEP METALS LTD.,Metal Fabrication,BSE
GNRL,GUJARAT NATURAL RESOURCES LIMI,Oil & Gas E&P,BSE
MSCTC,MARDIA SAMYOUNG CAPILLARY TUBE,Steel,BSE
SHRDAIS,SHARDA ISPAT LTD.,Steel,BSE
NOVIS,NOVA IRON & STEEL LTD.,Steel,BSE
STERPOW,STERLING POWERGENSYS LTD,Solar,BSE
TULSYAN,TULSYAN NEC LTD.,Steel,BSE
AXELPOLY,AXEL POLYMERS LTD.,Specialty Chemicals,BSE
SPECTRA,SPECTRA INDUSTRIES LTD.,Auto & Truck Dealerships,BSE
KAJARIR,KIC METALIKS LTD.,Steel,BSE
SOLIDSTON,SOLID STONE COMPANY LTD.,Building Materials,BSE
SHILGRAVQ,SHILP GRAVURES LTD.,Specialty Industrial Machinery,BSE
WHITEORG,White Organic Agro Limited,Farm Products,BSE
MFSINTRCRP,MFS INTERCORP LTD.,Metal Fabrication,BSE
RUDRAECO,RUDRA ECOVATION LIMITED,Textile Manufacturing,BSE
RAJKSYN,RAJKAMAL SYNTHETICS LTD.,Textile Manufacturing,BSE
DEEPAKSP,DEEPAK SPINNERS LTD.,Textile Manufacturing,BSE
NEWTRAC,NEWTRAC FOODS & BEVERAGES LIMI,Food Distribution,BSE
PBMPOLY,PBM POLYTEX LTD.,Textile Manufacturing,BSE
ADINATH,ADINATH TEXTILES LTD.,Textile Manufacturing,BSE
KONARKSY,KONARK SYNTHETIC LTD.,Textile Manufacturing,BSE
SURYALA,SURYALATA SPINNING MILLS LTD.,Textile Manufacturing,BSE
INDIANACRY,INDIAN ACRYLICS LTD.,Textile Manufacturing,BSE
CEETAIN,CEETA INDUSTRIES LTD.,Capital Markets,BSE
BLACKROSE,BLACK ROSE INDUSTRIES LTD.,Specialty Chemicals,BSE
STCORP,S&T CORPORATION LTD.,Real Estate - Development,BSE
SUMEETINDS,SUMEET INDUSTRIES LTD.,Textile Manufacturing,BSE
RAMGOPOLY,RAMGOPAL POLYTEX LTD.,Textile Manufacturing,BSE
MKVENTURES,MKVENTURES CAPITAL LIMITED,Credit Services,BSE
KUSHIND,Kush Industries Limited,Textile Manufacturing,BSE
SRECR,SREECHEM RESINS LTD.,Chemicals,BSE
SEASONST,SEASONS TEXTILES LTD.,Textile Manufacturing,BSE
ZENIFIB,ZENITH FIBRES LTD.,Textile Manufacturing,BSE
BHILSPIN,BHILWARA SPINNERS LTD.,Textile Manufacturing,BSE
SANTETX,SANRHEA TECHNICAL TEXTILES LTD,Textile Manufacturing,BSE
VIPPYSP,VIPPY SPINPRO LTD.,Textile Manufacturing,BSE
JAIHINDS,JAIHIND SYNTHETICS LTD.,Textile Manufacturing,BSE
RAGHUSYN,RAGHUVIR SYNTHETICS LTD.,Textile Manufacturing,BSE
JATTAINDUS,JATTASHANKAR INDUSTIES LTD.,Textile Manufacturing,BSE
KAMADGIRI,KAMADGIRI FASHION LTD.,Apparel Manufacturing,BSE
OMNITEX,OMNITEX INDUSTRIES (INDIA) LTD,Textile Manufacturing,BSE
PATSPINLTD,PATSPIN INDIA LTD.,Textile Manufacturing,BSE
ONEGLOBAL,ONE GLOBAL SERVICE PROVIDER LI,Pharmaceutical Retailers,BSE
NEOINFRA,NEO INFRACON LTD.,Real Estate - Development,BSE
GENESIS,GENESIS IBRC INDIA LIMITED,Biotechnology,BSE
EVERFIN,EVERLON FINANCIALS LIMITED,Credit Services,BSE
KRRAIL,K&R RAIL ENGINEERING LIMITED,Railroads,BSE
YARNSYN,YARN SYNDICATE LTD.,Textile Manufacturing,BSE
GUJCOTEX,GUJARAT COTEX LTD.,Textile Manufacturing,BSE
GARWSYN,GARWARE SYNTHETICS LTD.,Textile Manufacturing,BSE
ECOHOTELS,ECO HOTELS AND RESORTS LIMITED,Lodging,BSE
SARUPINDUS,SARUP INDUSTRIES LTD.,Footwear & Accessories,BSE
OXFORDIN,OXFORD INDUSTRIES LTD.,Textile Manufacturing,BSE
HINDADH,HINDUSTAN ADHESIVES LTD.,Specialty Chemicals,BSE
BPAGRI,Blue Pearl Agriventures Limite,Textile Manufacturing,BSE
SRIKPRIND,SRI KPR INDUSTRIES LTD.,Building Products & Equipment,BSE
LSIND,LS INDUSTRIES LTD.,Textile Manufacturing,BSE
JYOTIRES,JYOTI RESINS & ADHESIVES LTD.,Specialty Chemicals,BSE
OSWAYRN,OSWAL YARNS LTD.,Textile Manufacturing,BSE
WINSOMTX,WINSOME TEXTILE INDUSTRIES LTD,Textile Manufacturing,BSE
MODINSU,MODERN INSULATORS LTD.,Electronic Components,BSE
SEKURITIND,SAINT-GOBAIN SEKURIT INDIA LTD,Auto Parts,BSE
MADHUDIN,MADHUSUDAN INDUSTRIES LTD.,Real Estate Services,BSE
RESTILE,RESTILE CERAMICS LTD.,Building Products & Equipment,BSE
RAMASIGNS,Ramasigns Industries Limited,Specialty Chemicals,BSE
HALDYNGL,HALDYN GLASS LTD,Packaging & Containers,BSE
DUROPLY,DUROPLY INDUSTRIES LIMITED,Lumber & Wood Production,BSE
AGIOPAPER,AGIO PAPER & INDUSTRIES LTD.,Paper & Paper Products,BSE
TAHMARENT,TAHMAR ENTERPRISES LIMITED,Paper & Paper Products,BSE
NATPLY,NATIONAL PLYWOOD INDUSTRIES LT,Lumber & Wood Production,BSE
JUMBO,JUMBO BAG LTD.,Packaging & Containers,BSE
SANPA,SANGAL PAPERS LTD.,Paper & Paper Products,BSE
VENTURA,VENTURA TEXTILES LTD.,Textile Manufacturing,BSE
SHKARTP,SHREE KARTHIK PAPERS LTD.,Paper & Paper Products,BSE
STHINPA,SOUTH INDIA PAPER MILLS LTD.,Paper & Paper Products,BSE
FAMILYCARE,FAMILY CARE HOSPITALS LIMITED,Medical Care Facilities,BSE
RIR,RIR POWER ELECTRONICS LIMITED,Semiconductors,BSE
JETKINGQ,JETKING INFOTRAIN LTD.,Education & Training Services,BSE
APLAB,APLAB LTD.,Electrical Equipment & Parts,BSE
PCS,PCS TECHNOLOGY LTD.,Information Technology Services,BSE
SPELS,SPEL SEMICONDUCTOR LTD.,Semiconductors,BSE
EDVENSWA,Edvenswa Enterprises Limited,Electrical Equipment & Parts,BSE
SWITCHTE,SWITCHING TECHNOLOGIES GUNTHER,Electrical Equipment & Parts,BSE
CALCOM,CALCOM VISION LTD.,Electrical Equipment & Parts,BSE
DYNAVSN,DYNAVISION LTD.,Real Estate Services,BSE
BCCFUBA,BCC FUBA INDIA LTD.,Electronic Components,BSE
PRECISIO,PRECISION ELECTRONICS LTD.,Communication Equipment,BSE
FINELINE,FINE-LINE CIRCUITS LTD.,Electronic Components,BSE
GUJARATPOLY,Gujarat Poly Electronics Limit,Electronic Components,BSE
ACIIN,ACI INFOCOM LTD.,Real Estate - Development,BSE
SBECSYS,SBEC SYSTEMS (INDIA) LTD.,Specialty Industrial Machinery,BSE
INCAP,INCAP LTD.,Electronic Components,BSE
GUJINTRX,GUJARAT INTRUX LTD.,Steel,BSE
VINTRON,VINTRON INFORMATICS LTD.,Security & Protection Services,BSE
PANELEC,PAN ELECTRONICS INDIA LTD.,Electronic Components,BSE
VXLINSTR,VXL INSTRUMENTS LTD.,Computer Hardware,BSE
LEENEE,LEE & NEE SOFTWARES (EXPORTS),Information Technology Services,BSE
PATELSAI,PATELS AIRTEMP (INDIA) LTD.,Specialty Industrial Machinery,BSE
INTEGSW,INTEGRA SWITCHGEAR LTD.,Electronic Components,BSE
ATHENAGLO,Athena Global Technologies Lim,Software - Application,BSE
NARMP,NARMADA MACPLAST DRIP IRRIGATI,Farm & Heavy Construction Machinery,BSE
DUTRON,DUTRON POLYMERS LTD.,Building Products & Equipment,BSE
MAGNAELQ,MAGNA ELECTRO CASTINGS LTD.,Metal Fabrication,BSE
MARSONS,MARSONS LIMITED,Electrical Equipment & Parts,BSE
ELNET,ELNET TECHNOLOGIES LTD.,Real Estate - Diversified,BSE
ACCEL,ACCEL LIMITED,Information Technology Services,BSE
DHINDIA,D&H INDIA LTD,Tools & Accessories,BSE
ALFATRAN,ALFA TRANSFORMERS LTD.,Specialty Industrial Machinery,BSE
NHCFOODS,NHC FOODS LTD.,Packaged Foods,BSE
KEERTHI,KEERTHI INDUSTRIES LTD.,Building Materials,BSE
SRICC,Sri Chakra Cement Limited,Building Materials,BSE
SURAJ,SURAJ PRODUCTS LTD.,Steel,BSE
MODINATUR,MODI NATURALS LIMITED,Packaged Foods,BSE
PRSNTIN,PRASHANT INDIA LTD.,Textile Manufacturing,BSE
ZKHANDEN,KHANDELWAL EXTRACTION LTD.,Real Estate Services,BSE
RITESHIN,RITESH INTERNATIONAL LTD.,Chemicals,BSE
VADILENT,VADILAL ENTERPRISES LTD.,Food Distribution,BSE
ASHAI,ASHIANA AGRO INDUSTRIES LTD.,Packaging & Containers,BSE
RGRL,Retro Green Revolution Limited,Farm & Heavy Construction Machinery,BSE
WILLIMFI,WILLIAMSON FINANCIAL SERVICES,Capital Markets,BSE
AJANTSOY,AJANTA SOYA LTD.,Packaged Foods,BSE
KISAAN,KISAAN PARIVAR INDUSTRIES LIMI,Financial Conglomerates,BSE
SIEL,SUPERIOR INDUSTRIAL ENTERPRISE,Packaging & Containers,BSE
PRIMAGR,PRIMA AGRO LTD.,Packaged Foods,BSE
MODAIRY,MODERN DAIRIES LTD.,Packaged Foods,BSE
BAMBINO,BAMBINO AGRO INDUSTRIES LTD.,Packaged Foods,BSE
PRIMIND,PRIME INDUSTRIES LTD.,Real Estate Services,BSE
VIKASWSP,VIKAS WSP LTD.,,BSE
VSFPROJ,VSF PROJECTS LTD.,Engineering & Construction,BSE
POONADAL,POONA DAL & OIL INDUSTRIES LTD,Farm Products,BSE
TRANSFD,TRANSGLOBE FOODS LTD.,Food Distribution,BSE
SHINDL,SHARAT INDUSTRIES LTD.,Farm Products,BSE
KSE,KSE LTD.,Packaged Foods,BSE
NARBADA,NARBADA GEMS AND JEWELLERY LTD,Luxury Goods,BSE
VIRATCRA,VIRAT CRANE INDUSTRIES LTD.,Packaged Foods,BSE
IBINFO,IB INFOTECH ENTERPRISES LTD.,Information Technology Services,BSE
AMBARPIL,Ambar Protein Industries Limit,Packaged Foods,BSE
CHORDIA,CHORDIA FOOD PRODUCTS LTD.,Real Estate Services,BSE
CIANAGRO,CIAN Agro Ind & Infra Ltd,Packaged Foods,BSE
